J       CT       CP       eta
0.108   0.1054   0.0504   0.226
0.133   0.1037   0.0510   0.270
0.160   0.1022   0.0517   0.315
0.184   0.1002   0.0523   0.352
0.212   0.0980   0.0528   0.393
0.239   0.0953   0.0531   0.430
0.263   0.0930   0.0534   0.459
0.293   0.0900   0.0538   0.490
0.320   0.0869   0.0539   0.517
0.345   0.0844   0.0541   0.538
0.369   0.0812   0.0539   0.556
0.394   0.0771   0.0534   0.569
0.424   0.0729   0.0530   0.584
0.445   0.0691   0.0523   0.588
0.471   0.0648   0.0515   0.593
0.496   0.0596   0.0500   0.591
0.519   0.0546   0.0484   0.586
