J       CT       CP       eta
0.090   0.1071   0.0498   0.195
0.109   0.1062   0.0503   0.229
0.129   0.1046   0.0507   0.267
0.154   0.1028   0.0512   0.309
0.176   0.1013   0.0518   0.345
0.195   0.0999   0.0522   0.373
0.219   0.0980   0.0526   0.407
0.243   0.0961   0.0531   0.439
0.265   0.0940   0.0535   0.466
0.287   0.0920   0.0539   0.491
0.309   0.0898   0.0541   0.513
0.328   0.0876   0.0541   0.530
0.350   0.0852   0.0542   0.550
0.372   0.0824   0.0541   0.567
0.394   0.0795   0.0540   0.580
0.416   0.0765   0.0538   0.592
0.437   0.0735   0.0534   0.601
