J       CT       CP       eta
0.128   0.1106   0.0630   0.225
0.168   0.1079   0.0638   0.283
0.197   0.1054   0.0640   0.324
0.228   0.1034   0.0649   0.364
0.266   0.0999   0.0650   0.408
0.299   0.0991   0.0664   0.446
0.331   0.0958   0.0665   0.477
0.361   0.0932   0.0670   0.503
0.394   0.0899   0.0673   0.526
0.427   0.0861   0.0671   0.548
0.459   0.0824   0.0669   0.565
0.491   0.0782   0.0665   0.577
0.523   0.0737   0.0657   0.586
0.555   0.0685   0.0647   0.588
0.592   0.0623   0.0628   0.586
0.620   0.0575   0.0612   0.582
0.661   0.0500   0.0584   0.566
