RPM    CT       CP
2203   0.1158   0.0568
2511   0.1161   0.0557
2758   0.1180   0.0559
3047   0.1173   0.0552
3339   0.1176   0.0553
3623   0.1181   0.0551
3898   0.1191   0.0554
4166   0.1196   0.0555
4447   0.1200   0.0556
4727   0.1203   0.0557
5000   0.1206   0.0558
5284   0.1213   0.0560
5601   0.1216   0.0562
5853   0.1220   0.0564
6143   0.1220   0.0565
6405   0.1224   0.0566
