J       CT       CP       eta
0.145   0.0960   0.0593   0.235
0.179   0.0946   0.0591   0.286
0.214   0.0935   0.0591   0.338
0.252   0.0910   0.0591   0.388
0.290   0.0876   0.0591   0.430
0.326   0.0838   0.0590   0.463
0.358   0.0796   0.0586   0.486
0.403   0.0726   0.0576   0.508
0.436   0.0674   0.0566   0.520
0.470   0.0616   0.0549   0.528
0.512   0.0545   0.0528   0.528
0.543   0.0494   0.0511   0.526
0.577   0.0434   0.0488   0.513
0.614   0.0362   0.0460   0.483
0.646   0.0298   0.0430   0.447
0.684   0.0218   0.0390   0.382
0.724   0.0128   0.0341   0.271
