J       CT       CP       eta
0.412   0.0798   0.0568   0.579
0.437   0.0750   0.0557   0.588
0.461   0.0699   0.0542   0.594
0.481   0.0654   0.0527   0.596
0.510   0.0581   0.0499   0.593
0.531   0.0525   0.0476   0.586
0.554   0.0470   0.0453   0.574
0.583   0.0398   0.0423   0.548
0.609   0.0332   0.0394   0.513
0.630   0.0280   0.0371   0.476
0.659   0.0206   0.0337   0.403
0.675   0.0167   0.0320   0.353
0.698   0.0113   0.0296   0.268
0.721   0.0055   0.0269   0.147
0.752   -0.0023   0.0234   -0.074
0.780   -0.0096   0.0201   -0.372
0.805   -0.0164   0.0171   -0.772
0.822   -0.0211   0.0148   -1.171
0.854   -0.0297   0.0109   -2.332
0.880   -0.0370   0.0076   -4.308
0.893   -0.0404   0.0060   -6.032
