J       CT       CP       eta
0.110   0.1095   0.0651   0.185
0.142   0.1101   0.0647   0.242
0.171   0.1101   0.0650   0.290
0.201   0.1099   0.0653   0.338
0.231   0.1088   0.0655   0.384
0.260   0.1069   0.0659   0.422
0.290   0.1044   0.0662   0.457
0.319   0.1015   0.0664   0.487
0.345   0.0989   0.0667   0.512
0.378   0.0953   0.0669   0.538
0.401   0.0926   0.0670   0.555
0.431   0.0885   0.0667   0.573
0.459   0.0846   0.0666   0.583
0.487   0.0804   0.0661   0.593
0.514   0.0758   0.0654   0.596
0.546   0.0689   0.0635   0.593
0.575   0.0626   0.0616   0.584
