J       CT       CP       eta
0.102   0.0986   0.0678   0.148
0.126   0.0983   0.0675   0.183
0.152   0.0981   0.0673   0.221
0.180   0.0975   0.0672   0.261
0.206   0.0971   0.0672   0.297
0.237   0.0960   0.0673   0.338
0.263   0.0959   0.0672   0.375
0.290   0.0944   0.0674   0.406
0.318   0.0922   0.0677   0.433
0.344   0.0903   0.0679   0.457
0.371   0.0877   0.0681   0.479
0.397   0.0847   0.0683   0.492
0.425   0.0814   0.0683   0.506
0.450   0.0782   0.0684   0.515
0.478   0.0744   0.0683   0.521
0.500   0.0713   0.0681   0.523
0.527   0.0669   0.0678   0.521
