J       CT       CP       eta
0.407   0.0742   0.0549   0.551
0.431   0.0699   0.0541   0.556
0.454   0.0650   0.0530   0.557
0.480   0.0589   0.0511   0.553
0.502   0.0527   0.0489   0.541
0.525   0.0462   0.0467   0.520
0.553   0.0394   0.0441   0.494
0.574   0.0330   0.0414   0.458
0.595   0.0276   0.0389   0.423
0.624   0.0209   0.0358   0.364
0.649   0.0151   0.0332   0.296
0.672   0.0101   0.0309   0.220
0.696   0.0042   0.0282   0.104
0.719   -0.0005   0.0259   -0.014
0.749   -0.0081   0.0220   -0.274
0.766   -0.0123   0.0196   -0.479
0.799   -0.0203   0.0153   -1.065
0.821   -0.0257   0.0122   -1.729
0.845   -0.0316   0.0090   -2.970
0.867   -0.0373   0.0058   -5.548
