J       CT       CP       eta
0.084   0.1107   0.0532   0.174
0.111   0.1097   0.0539   0.226
0.137   0.1083   0.0547   0.272
0.162   0.1066   0.0551   0.313
0.187   0.1049   0.0556   0.353
0.211   0.1035   0.0564   0.387
0.239   0.1012   0.0569   0.425
0.264   0.0994   0.0575   0.456
0.291   0.0969   0.0580   0.487
0.318   0.0941   0.0584   0.513
0.339   0.0914   0.0584   0.531
0.364   0.0887   0.0586   0.550
0.388   0.0854   0.0584   0.568
0.414   0.0823   0.0584   0.583
0.438   0.0786   0.0578   0.595
0.467   0.0743   0.0573   0.606
0.490   0.0706   0.0566   0.612
