RPM    CT       CP
2489   0.0962   0.0652
2797   0.0973   0.0639
3083   0.0992   0.0640
3359   0.1008   0.0636
3631   0.1009   0.0621
3921   0.1027   0.0620
4182   0.1040   0.0617
4495   0.1052   0.0615
4745   0.1056   0.0609
5044   0.1068   0.0606
5299   0.1081   0.0600
5582   0.1088   0.0592
5903   0.1094   0.0586
6147   0.1102   0.0586
6442   0.1107   0.0583
6704   0.1110   0.0580
