J       CT       CP       eta
0.455   0.1066   0.0930   0.521
0.484   0.1024   0.0925   0.536
0.511   0.0996   0.0926   0.550
0.537   0.0957   0.0921   0.558
0.563   0.0921   0.0917   0.565
0.594   0.0876   0.0912   0.571
0.620   0.0834   0.0905   0.571
0.653   0.0782   0.0898   0.569
0.679   0.0735   0.0888   0.562
0.704   0.0684   0.0876   0.549
0.723   0.0643   0.0865   0.538
0.763   0.0535   0.0820   0.497
0.783   0.0471   0.0787   0.469
0.818   0.0356   0.0720   0.405
0.839   0.0291   0.0681   0.359
0.873   0.0194   0.0622   0.272
0.894   0.0140   0.0592   0.212
0.927   0.0049   0.0535   0.086
0.947   0.0001   0.0503   0.001
0.980   -0.0080   0.0453   -0.174
1.007   -0.0150   0.0412   -0.367
1.037   -0.0226   0.0363   -0.647
1.065   -0.0300   0.0318   -1.003
1.092   -0.0368   0.0275   -1.462
