J       CT       CP       eta
0.446   0.0862   0.0671   0.572
0.470   0.0831   0.0667   0.585
0.496   0.0797   0.0667   0.593
0.525   0.0753   0.0658   0.601
0.554   0.0709   0.0649   0.605
0.575   0.0671   0.0639   0.604
0.599   0.0630   0.0626   0.602
0.629   0.0583   0.0613   0.598
0.653   0.0538   0.0597   0.589
0.681   0.0489   0.0579   0.575
0.705   0.0444   0.0559   0.559
0.733   0.0388   0.0533   0.533
0.757   0.0340   0.0510   0.504
0.786   0.0276   0.0477   0.455
0.808   0.0230   0.0452   0.412
0.843   0.0149   0.0405   0.309
0.868   0.0087   0.0368   0.205
0.895   0.0021   0.0327   0.058
0.921   -0.0040   0.0289   -0.128
0.948   -0.0109   0.0245   -0.423
0.973   -0.0173   0.0202   -0.831
1.000   -0.0239   0.0157   -1.523
1.025   -0.0309   0.0110   -2.882
1.053   -0.0385   0.0058   -6.974
