RPM    CT       CP
2397   0.1364   0.0687
2633   0.1374   0.0688
2972   0.1373   0.0688
3220   0.1391   0.0698
3529   0.1411   0.0712
3771   0.1435   0.0730
4050   0.1449   0.0739
4323   0.1454   0.0746
4599   0.1464   0.0756
4878   0.1481   0.0772
5137   0.1493   0.0783
5416   0.1501   0.0794
5696   0.1520   0.0809
5975   0.1528   0.0821
6235   0.1540   0.0834
6540   0.1559   0.0851
