J       CT       CP       eta
0.101   0.0634   0.0287   0.222
0.128   0.0599   0.0284   0.270
0.154   0.0559   0.0277   0.311
0.181   0.0515   0.0270   0.344
0.211   0.0458   0.0259   0.373
0.238   0.0408   0.0248   0.391
0.266   0.0353   0.0235   0.400
0.290   0.0311   0.0224   0.402
0.324   0.0250   0.0208   0.389
0.347   0.0207   0.0195   0.368
0.378   0.0142   0.0174   0.309
0.399   0.0100   0.0159   0.252
0.427   0.0030   0.0137   0.095
0.455   -0.0029   0.0116   -0.113
0.486   -0.0096   0.0092   -0.506
