J       CT       CP       eta
0.088   0.1135   0.0552   0.181
0.114   0.1121   0.0559   0.229
0.135   0.1110   0.0566   0.265
0.156   0.1094   0.0570   0.300
0.177   0.1077   0.0575   0.332
0.202   0.1056   0.0580   0.368
0.225   0.1034   0.0584   0.398
0.246   0.1016   0.0589   0.424
0.268   0.0993   0.0591   0.450
0.291   0.0970   0.0594   0.474
0.313   0.0944   0.0595   0.496
0.335   0.0919   0.0596   0.516
0.356   0.0892   0.0597   0.533
0.379   0.0864   0.0597   0.549
0.401   0.0837   0.0596   0.563
0.423   0.0808   0.0594   0.575
0.445   0.0777   0.0591   0.585
