J       CT       CP       eta
0.547   0.0974   0.1056   0.505
0.587   0.0890   0.1048   0.498
0.616   0.0814   0.1032   0.486
0.646   0.0728   0.1007   0.467
0.674   0.0638   0.0969   0.443
0.712   0.0508   0.0914   0.396
0.747   0.0416   0.0873   0.356
0.785   0.0317   0.0826   0.301
0.813   0.0240   0.0796   0.245
0.849   0.0146   0.0757   0.163
0.877   0.0076   0.0727   0.091
0.916   -0.0038   0.0679   -0.051
0.941   -0.0100   0.0651   -0.144
0.980   -0.0214   0.0603   -0.347
1.006   -0.0284   0.0567   -0.503
1.046   -0.0401   0.0511   -0.822
1.071   -0.0471   0.0478   -1.056
1.110   -0.0582   0.0422   -1.529
1.142   -0.0680   0.0368   -2.106
1.178   -0.0793   0.0310   -3.009
1.209   -0.0893   0.0258   -4.188
1.241   -0.1000   0.0197   -6.300
1.265   -0.1092   0.0141   -9.800
