J       CT       CP       eta
0.114   0.1104   0.0731   0.173
0.140   0.1093   0.0724   0.211
0.173   0.1088   0.0706   0.266
0.206   0.1075   0.0700   0.316
0.233   0.1054   0.0699   0.352
0.268   0.1021   0.0698   0.392
0.298   0.0990   0.0698   0.423
0.326   0.0961   0.0699   0.448
0.358   0.0912   0.0690   0.473
0.388   0.0885   0.0694   0.495
0.419   0.0847   0.0693   0.512
0.448   0.0807   0.0690   0.524
0.478   0.0759   0.0686   0.529
0.503   0.0716   0.0682   0.529
0.542   0.0620   0.0655   0.513
0.569   0.0543   0.0625   0.494
0.597   0.0457   0.0585   0.467
