J       CT       CP       eta
0.089   0.0989   0.0421   0.208
0.106   0.0973   0.0423   0.244
0.132   0.0947   0.0423   0.295
0.155   0.0920   0.0423   0.337
0.173   0.0900   0.0424   0.368
0.196   0.0871   0.0423   0.403
0.217   0.0839   0.0421   0.433
0.240   0.0802   0.0417   0.462
0.262   0.0763   0.0411   0.487
0.283   0.0722   0.0404   0.507
0.306   0.0674   0.0393   0.524
0.328   0.0620   0.0378   0.538
0.348   0.0567   0.0362   0.546
0.368   0.0519   0.0346   0.551
0.392   0.0455   0.0324   0.551
0.412   0.0407   0.0306   0.548
0.436   0.0350   0.0285   0.536
