J       CT       CP       eta
0.116   0.1161   0.0892   0.150
0.150   0.1147   0.0890   0.193
0.184   0.1133   0.0886   0.236
0.215   0.1122   0.0881   0.274
0.249   0.1105   0.0882   0.312
0.284   0.1075   0.0875   0.348
0.314   0.1054   0.0879   0.377
0.349   0.1026   0.0888   0.403
0.385   0.0995   0.0898   0.426
0.415   0.0966   0.0897   0.446
0.448   0.0936   0.0893   0.469
0.471   0.0916   0.0888   0.485
0.512   0.0875   0.0887   0.505
0.538   0.0845   0.0888   0.512
0.571   0.0796   0.0883   0.515
0.603   0.0750   0.0879   0.515
0.632   0.0712   0.0874   0.515
