J       CT       CP       eta
0.150   0.0951   0.0578   0.247
0.191   0.0919   0.0577   0.305
0.233   0.0881   0.0577   0.356
0.278   0.0828   0.0570   0.403
0.316   0.0775   0.0565   0.434
0.356   0.0706   0.0550   0.457
0.395   0.0644   0.0536   0.474
0.444   0.0550   0.0505   0.484
0.477   0.0486   0.0481   0.482
0.525   0.0392   0.0443   0.465
0.564   0.0316   0.0409   0.435
0.607   0.0229   0.0371   0.374
0.647   0.0141   0.0326   0.280
0.683   0.0057   0.0281   0.137
0.723   -0.0026   0.0238   -0.078
0.769   -0.0131   0.0182   -0.554
0.804   -0.0205   0.0143   -1.150
