J       CT       CP       eta
0.541   0.0937   0.0910   0.557
0.576   0.0890   0.0906   0.566
0.607   0.0839   0.0896   0.568
0.636   0.0793   0.0891   0.566
0.664   0.0744   0.0882   0.559
0.702   0.0662   0.0861   0.540
0.728   0.0589   0.0831   0.516
0.768   0.0459   0.0763   0.462
0.800   0.0356   0.0703   0.405
0.839   0.0246   0.0636   0.325
0.870   0.0164   0.0588   0.243
0.903   0.0082   0.0541   0.138
0.934   0.0010   0.0498   0.019
0.951   -0.0031   0.0474   -0.063
0.994   -0.0138   0.0412   -0.333
1.033   -0.0238   0.0352   -0.700
1.062   -0.0311   0.0304   -1.088
1.099   -0.0406   0.0244   -1.825
1.129   -0.0489   0.0192   -2.884
1.162   -0.0574   0.0139   -4.814
