J       CT       CP       eta
0.386   0.1040   0.0729   0.551
0.410   0.1016   0.0732   0.569
0.436   0.0984   0.0732   0.586
0.455   0.0964   0.0733   0.598
0.478   0.0933   0.0731   0.610
0.500   0.0906   0.0731   0.620
0.522   0.0874   0.0727   0.628
0.545   0.0837   0.0720   0.633
0.570   0.0798   0.0714   0.637
0.587   0.0769   0.0708   0.638
0.613   0.0718   0.0693   0.635
0.633   0.0680   0.0682   0.631
0.658   0.0626   0.0662   0.622
0.678   0.0580   0.0643   0.611
0.705   0.0511   0.0610   0.590
0.723   0.0459   0.0585   0.567
0.749   0.0389   0.0547   0.533
0.767   0.0345   0.0521   0.508
0.795   0.0272   0.0477   0.453
0.813   0.0226   0.0448   0.411
0.840   0.0162   0.0408   0.332
0.856   0.0123   0.0384   0.275
0.886   0.0056   0.0343   0.145
0.903   0.0016   0.0317   0.047
