RPM    CT       CP
1986   0.1163   0.1025
2249   0.1206   0.1060
2544   0.1243   0.1076
2774   0.1258   0.1075
3001   0.1238   0.1057
3312   0.1252   0.1058
3560   0.1266   0.1079
3815   0.1267   0.1061
4079   0.1275   0.1060
4341   0.1292   0.1078
4611   0.1294   0.1062
4857   0.1318   0.1065
5112   0.1332   0.1045
5384   0.1330   0.1031
5650   0.1338   0.1016
5932   0.1362   0.1008
