J       CT       CP       eta
0.401   0.0318   0.0279   0.457
0.424   0.0271   0.0263   0.437
0.444   0.0231   0.0250   0.410
0.474   0.0171   0.0230   0.353
0.493   0.0132   0.0217   0.300
0.519   0.0072   0.0196   0.192
0.542   0.0023   0.0177   0.072
0.568   -0.0035   0.0154   -0.128
0.589   -0.0080   0.0136   -0.346
0.612   -0.0132   0.0114   -0.705
0.641   -0.0203   0.0083   -1.563
