J       CT       CP       eta
0.097   0.1267   0.0762   0.161
0.124   0.1255   0.0765   0.203
0.144   0.1241   0.0765   0.233
0.169   0.1219   0.0762   0.271
0.194   0.1200   0.0759   0.306
0.216   0.1185   0.0760   0.337
0.247   0.1159   0.0759   0.377
0.270   0.1143   0.0760   0.406
0.293   0.1116   0.0756   0.432
0.318   0.1090   0.0758   0.457
0.342   0.1061   0.0756   0.480
0.367   0.1033   0.0756   0.501
0.390   0.1001   0.0753   0.518
0.411   0.0969   0.0747   0.534
0.435   0.0937   0.0746   0.546
0.457   0.0888   0.0733   0.554
0.480   0.0837   0.0717   0.560
