J       CT       CP       eta
0.080   0.0644   0.0256   0.202
0.101   0.0616   0.0253   0.245
0.123   0.0584   0.0250   0.287
0.144   0.0552   0.0246   0.324
0.166   0.0520   0.0242   0.357
0.187   0.0486   0.0237   0.383
0.213   0.0442   0.0229   0.411
0.235   0.0405   0.0221   0.431
0.257   0.0370   0.0213   0.445
0.277   0.0337   0.0206   0.452
0.300   0.0293   0.0197   0.447
0.323   0.0253   0.0187   0.437
0.342   0.0221   0.0180   0.420
0.366   0.0177   0.0169   0.383
0.386   0.0137   0.0158   0.334
0.410   0.0086   0.0143   0.248
0.430   0.0049   0.0130   0.161
