J       CT       CP       eta
0.507   0.0799   0.0752   0.538
0.536   0.0734   0.0730   0.539
0.567   0.0660   0.0702   0.533
0.595   0.0595   0.0678   0.522
0.629   0.0517   0.0648   0.502
0.656   0.0455   0.0625   0.478
0.690   0.0375   0.0593   0.437
0.720   0.0305   0.0564   0.389
0.755   0.0215   0.0525   0.309
0.780   0.0151   0.0497   0.237
0.817   0.0045   0.0450   0.082
0.840   -0.0021   0.0421   -0.042
0.877   -0.0142   0.0367   -0.340
0.906   -0.0238   0.0322   -0.669
0.937   -0.0347   0.0274   -1.187
0.968   -0.0454   0.0223   -1.973
0.998   -0.0570   0.0172   -3.301
