J       CT       CP       eta
0.095   0.0942   0.0442   0.203
0.123   0.0908   0.0442   0.253
0.154   0.0862   0.0439   0.303
0.176   0.0829   0.0437   0.334
0.204   0.0776   0.0430   0.369
0.230   0.0724   0.0419   0.398
0.256   0.0678   0.0412   0.422
0.287   0.0616   0.0397   0.446
0.311   0.0574   0.0387   0.461
0.341   0.0516   0.0372   0.473
0.365   0.0474   0.0361   0.481
0.397   0.0415   0.0343   0.480
0.422   0.0365   0.0326   0.472
0.443   0.0323   0.0312   0.459
0.475   0.0257   0.0288   0.424
0.505   0.0198   0.0267   0.374
0.531   0.0142   0.0244   0.308
