J       CT       CP       eta
0.093   0.1008   0.0472   0.198
0.115   0.0987   0.0472   0.239
0.142   0.0953   0.0474   0.286
0.165   0.0926   0.0474   0.323
0.190   0.0898   0.0475   0.359
0.213   0.0864   0.0471   0.391
0.238   0.0832   0.0470   0.421
0.262   0.0792   0.0463   0.447
0.282   0.0764   0.0462   0.465
0.305   0.0723   0.0454   0.486
0.328   0.0677   0.0443   0.501
0.349   0.0633   0.0432   0.513
0.372   0.0585   0.0419   0.520
0.396   0.0537   0.0405   0.526
0.421   0.0473   0.0384   0.519
0.444   0.0419   0.0365   0.509
0.466   0.0366   0.0346   0.493
