J       CT       CP       eta
0.100   0.0989   0.0614   0.161
0.129   0.0986   0.0618   0.206
0.151   0.0980   0.0620   0.238
0.179   0.0965   0.0624   0.277
0.205   0.0947   0.0627   0.309
0.233   0.0922   0.0629   0.342
0.260   0.0902   0.0633   0.370
0.286   0.0880   0.0635   0.397
0.310   0.0856   0.0637   0.417
0.340   0.0815   0.0637   0.435
0.365   0.0782   0.0633   0.450
0.392   0.0746   0.0630   0.464
0.418   0.0717   0.0628   0.477
0.445   0.0665   0.0617   0.480
0.471   0.0613   0.0605   0.477
0.495   0.0563   0.0591   0.471
0.517   0.0517   0.0580   0.461
