J       CT       CP       eta
0.104   0.1072   0.0566   0.197
0.136   0.1059   0.0562   0.255
0.164   0.1046   0.0570   0.301
0.193   0.1019   0.0567   0.346
0.224   0.0998   0.0572   0.391
0.253   0.0969   0.0574   0.428
0.286   0.0934   0.0576   0.463
0.315   0.0903   0.0578   0.492
0.345   0.0866   0.0579   0.516
0.374   0.0822   0.0576   0.534
0.404   0.0779   0.0573   0.550
0.433   0.0730   0.0565   0.559
0.459   0.0675   0.0551   0.562
0.489   0.0604   0.0530   0.557
0.510   0.0555   0.0512   0.552
0.540   0.0478   0.0482   0.535
0.572   0.0398   0.0448   0.510
