J       CT       CP       eta
0.143   0.0706   0.0458   0.221
0.180   0.0679   0.0456   0.268
0.216   0.0638   0.0447   0.309
0.253   0.0598   0.0440   0.344
0.289   0.0555   0.0432   0.372
0.327   0.0506   0.0422   0.392
0.361   0.0459   0.0412   0.403
0.394   0.0407   0.0398   0.403
0.433   0.0345   0.0380   0.393
0.470   0.0284   0.0362   0.368
0.505   0.0219   0.0342   0.323
0.547   0.0136   0.0315   0.237
0.581   0.0062   0.0288   0.126
0.614   -0.0007   0.0264   -0.016
0.649   -0.0089   0.0235   -0.246
0.691   -0.0190   0.0200   -0.657
0.729   -0.0280   0.0168   -1.217
