RPM    CT       CP
2018   0.1075   0.0769
2318   0.1086   0.0771
2555   0.1118   0.0804
2823   0.1148   0.0807
3040   0.1170   0.0822
3352   0.1192   0.0839
3663   0.1171   0.0813
3914   0.1196   0.0824
4170   0.1201   0.0825
4454   0.1202   0.0835
4739   0.1220   0.0836
5001   0.1226   0.0835
5284   0.1227   0.0837
5575   0.1217   0.0827
5828   0.1231   0.0838
6089   0.1236   0.0835
