J       CT       CP       eta
0.380   0.0862   0.0596   0.550
0.405   0.0831   0.0595   0.565
0.423   0.0808   0.0594   0.575
0.445   0.0776   0.0590   0.586
0.467   0.0745   0.0586   0.594
0.488   0.0713   0.0580   0.600
0.511   0.0679   0.0574   0.605
0.531   0.0647   0.0566   0.607
0.557   0.0606   0.0556   0.607
0.577   0.0573   0.0547   0.604
0.599   0.0535   0.0536   0.598
0.622   0.0492   0.0522   0.586
0.644   0.0456   0.0510   0.576
0.664   0.0415   0.0494   0.557
0.691   0.0358   0.0471   0.525
0.708   0.0314   0.0449   0.495
0.736   0.0244   0.0418   0.429
0.754   0.0195   0.0393   0.373
0.781   0.0121   0.0357   0.265
0.798   0.0072   0.0331   0.173
0.825   -0.0007   0.0285   -0.020
0.840   -0.0049   0.0260   -0.159
0.868   -0.0138   0.0203   -0.590
0.884   -0.0182   0.0173   -0.930
