J       CT       CP       eta
0.158   0.0789   0.0705   0.177
0.203   0.0762   0.0700   0.221
0.243   0.0739   0.0686   0.262
0.283   0.0717   0.0674   0.301
0.326   0.0683   0.0669   0.333
0.370   0.0642   0.0668   0.356
0.414   0.0583   0.0654   0.369
0.455   0.0526   0.0650   0.368
0.494   0.0463   0.0631   0.363
0.542   0.0376   0.0599   0.340
0.579   0.0307   0.0578   0.307
0.611   0.0243   0.0552   0.269
0.658   0.0145   0.0512   0.187
0.695   0.0073   0.0487   0.105
0.743   -0.0036   0.0439   -0.060
0.778   -0.0112   0.0399   -0.219
0.827   -0.0229   0.0353   -0.535
