J       CT       CP       eta
0.134   0.0815   0.0709   0.154
0.167   0.0807   0.0705   0.191
0.202   0.0784   0.0685   0.231
0.238   0.0771   0.0676   0.271
0.272   0.0758   0.0677   0.304
0.307   0.0735   0.0681   0.332
0.339   0.0709   0.0675   0.356
0.376   0.0671   0.0676   0.374
0.410   0.0631   0.0670   0.386
0.447   0.0577   0.0662   0.390
0.484   0.0516   0.0649   0.385
0.518   0.0454   0.0630   0.373
0.545   0.0405   0.0615   0.359
0.585   0.0326   0.0594   0.321
0.612   0.0268   0.0574   0.286
0.653   0.0183   0.0542   0.220
0.682   0.0119   0.0515   0.158
