RPM    CT       CP
1987   0.0812   0.0450
2314   0.0833   0.0448
2565   0.0853   0.0444
2942   0.0901   0.0445
3270   0.0920   0.0435
3556   0.0932   0.0431
3863   0.0955   0.0427
4164   0.0967   0.0420
4475   0.0981   0.0417
4773   0.0985   0.0414
5073   0.0988   0.0411
5391   0.0996   0.0410
5728   0.1000   0.0408
6006   0.1001   0.0407
6308   0.1001   0.0405
6592   0.1007   0.0404
