J       CT       CP       eta
0.144   0.1070   0.0520   0.295
0.174   0.1001   0.0505   0.345
0.214   0.0929   0.0490   0.405
0.247   0.0869   0.0478   0.449
0.288   0.0781   0.0457   0.492
0.323   0.0708   0.0442   0.518
0.361   0.0620   0.0421   0.532
0.390   0.0551   0.0403   0.533
0.429   0.0454   0.0378   0.516
0.470   0.0347   0.0348   0.468
0.505   0.0251   0.0320   0.395
0.535   0.0167   0.0296   0.302
0.577   0.0046   0.0261   0.102
0.613   -0.0060   0.0231   -0.160
0.643   -0.0156   0.0202   -0.499
0.680   -0.0270   0.0167   -1.104
0.715   -0.0389   0.0128   -2.173
