J       CT       CP       eta
0.507   0.0902   0.1272   0.360
0.537   0.0869   0.1250   0.373
0.565   0.0837   0.1229   0.384
0.598   0.0802   0.1206   0.397
0.627   0.0770   0.1185   0.408
0.655   0.0735   0.1165   0.414
0.683   0.0703   0.1148   0.418
0.718   0.0661   0.1131   0.420
0.747   0.0629   0.1122   0.419
0.782   0.0588   0.1115   0.412
0.811   0.0549   0.1110   0.401
0.841   0.0503   0.1103   0.383
0.869   0.0454   0.1096   0.360
0.899   0.0402   0.1087   0.333
0.926   0.0351   0.1080   0.301
0.965   0.0272   0.1062   0.247
0.992   0.0207   0.1044   0.197
1.022   0.0136   0.1022   0.136
1.046   0.0082   0.1003   0.086
1.084   -0.0025   0.0959   -0.028
1.110   -0.0096   0.0928   -0.114
1.145   -0.0205   0.0870   -0.270
1.170   -0.0274   0.0834   -0.384
1.202   -0.0374   0.0778   -0.579
