J       CT       CP       eta
0.439   0.0671   0.0619   0.475
0.465   0.0623   0.0609   0.476
0.494   0.0555   0.0590   0.465
0.519   0.0505   0.0576   0.455
0.543   0.0453   0.0561   0.438
0.577   0.0378   0.0534   0.409
0.598   0.0334   0.0517   0.387
0.622   0.0281   0.0495   0.353
0.651   0.0213   0.0468   0.296
0.676   0.0159   0.0443   0.242
0.703   0.0099   0.0415   0.168
0.737   0.0018   0.0376   0.036
0.759   -0.0031   0.0354   -0.066
0.789   -0.0098   0.0324   -0.240
0.809   -0.0144   0.0304   -0.384
0.839   -0.0223   0.0271   -0.692
0.864   -0.0277   0.0243   -0.983
0.890   -0.0349   0.0211   -1.472
0.914   -0.0410   0.0181   -2.072
0.947   -0.0497   0.0134   -3.517
0.966   -0.0548   0.0107   -4.962
