J       CT       CP       eta
0.378   0.0701   0.0473   0.559
0.401   0.0665   0.0466   0.572
0.421   0.0629   0.0458   0.579
0.442   0.0595   0.0450   0.585
0.464   0.0553   0.0437   0.587
0.489   0.0505   0.0423   0.583
0.513   0.0456   0.0407   0.575
0.529   0.0422   0.0394   0.567
0.555   0.0370   0.0375   0.547
0.578   0.0318   0.0354   0.519
0.598   0.0276   0.0337   0.489
0.624   0.0213   0.0309   0.430
0.644   0.0167   0.0289   0.372
0.670   0.0105   0.0260   0.270
0.688   0.0058   0.0238   0.169
0.714   -0.0012   0.0201   -0.042
0.730   -0.0052   0.0180   -0.212
0.756   -0.0125   0.0141   -0.670
0.779   -0.0193   0.0105   -1.425
0.801   -0.0248   0.0075   -2.668
