J       CT       CP       eta
0.157   0.0559   0.0400   0.219
0.197   0.0520   0.0395   0.260
0.233   0.0483   0.0390   0.288
0.274   0.0435   0.0382   0.313
0.312   0.0383   0.0368   0.325
0.363   0.0319   0.0352   0.329
0.397   0.0274   0.0338   0.323
0.444   0.0212   0.0317   0.296
0.472   0.0175   0.0305   0.270
0.514   0.0108   0.0278   0.200
0.563   0.0025   0.0244   0.058
0.602   -0.0051   0.0210   -0.147
0.643   -0.0134   0.0173   -0.497
0.681   -0.0210   0.0137   -1.050
0.713   -0.0280   0.0103   -1.932
0.753   -0.0368   0.0060   -4.598
