J       CT       CP       eta
0.115   0.1056   0.1174   0.103
0.142   0.1052   0.1175   0.127
0.174   0.1042   0.1171   0.155
0.203   0.1027   0.1162   0.180
0.232   0.1008   0.1150   0.204
0.267   0.0988   0.1139   0.232
0.296   0.0968   0.1127   0.254
0.329   0.0948   0.1117   0.279
0.360   0.0925   0.1104   0.302
0.390   0.0907   0.1092   0.323
0.419   0.0892   0.1078   0.347
0.448   0.0875   0.1064   0.368
0.474   0.0862   0.1052   0.388
0.513   0.0839   0.1045   0.412
0.541   0.0813   0.1044   0.422
0.567   0.0788   0.1045   0.427
0.598   0.0751   0.1043   0.431
