J       CT       CP       eta
0.103   0.1167   0.0707   0.170
0.132   0.1164   0.0703   0.219
0.162   0.1159   0.0709   0.265
0.184   0.1149   0.0711   0.298
0.211   0.1138   0.0712   0.337
0.236   0.1132   0.0716   0.373
0.265   0.1119   0.0720   0.413
0.291   0.1104   0.0722   0.444
0.317   0.1085   0.0724   0.475
0.346   0.1065   0.0728   0.506
0.372   0.1047   0.0732   0.532
0.398   0.1023   0.0734   0.554
0.425   0.0995   0.0737   0.574
0.447   0.0967   0.0736   0.588
0.472   0.0934   0.0735   0.600
0.499   0.0898   0.0732   0.612
0.525   0.0862   0.0730   0.620
