J       CT       CP       eta
0.538   0.0842   0.0888   0.510
0.574   0.0790   0.0884   0.514
0.605   0.0747   0.0880   0.514
0.633   0.0712   0.0876   0.515
0.669   0.0653   0.0865   0.505
0.704   0.0594   0.0848   0.493
0.734   0.0550   0.0839   0.481
0.774   0.0476   0.0817   0.451
0.799   0.0423   0.0798   0.424
0.834   0.0346   0.0766   0.377
0.868   0.0270   0.0732   0.320
0.895   0.0206   0.0701   0.263
0.933   0.0108   0.0646   0.155
0.967   0.0018   0.0595   0.029
0.996   -0.0061   0.0544   -0.111
1.031   -0.0147   0.0490   -0.309
1.061   -0.0221   0.0442   -0.530
1.094   -0.0302   0.0386   -0.856
1.130   -0.0396   0.0321   -1.392
1.160   -0.0473   0.0264   -2.082
1.191   -0.0557   0.0202   -3.284
1.224   -0.0641   0.0141   -5.584
