RPM    CT       CP
2508   0.0936   0.0693
2759   0.0966   0.0705
3031   0.0991   0.0684
3281   0.1009   0.0681
3567   0.0997   0.0654
3849   0.1051   0.0670
4118   0.1056   0.0644
4394   0.1077   0.0628
4620   0.1115   0.0635
4920   0.1099   0.0605
5182   0.1119   0.0604
5442   0.1136   0.0609
5730   0.1128   0.0597
5972   0.1140   0.0600
6227   0.1139   0.0598
6510   0.1125   0.0591
