RPM    CT       CP
2485   0.1370   0.0806
2771   0.1377   0.0796
3070   0.1371   0.0796
3318   0.1382   0.0808
3581   0.1407   0.0822
3859   0.1414   0.0816
4152   0.1425   0.0825
4418   0.1430   0.0832
4685   0.1439   0.0841
4970   0.1447   0.0854
5240   0.1455   0.0864
5510   0.1460   0.0872
5783   0.1472   0.0885
6049   0.1482   0.0897
6336   0.1498   0.0909
6611   0.1523   0.0923
