J       CT       CP       eta
0.474   0.0861   0.1049   0.389
0.504   0.0846   0.1043   0.409
0.531   0.0824   0.1043   0.419
0.560   0.0793   0.1042   0.426
0.588   0.0761   0.1042   0.430
0.615   0.0728   0.1040   0.431
0.643   0.0695   0.1038   0.430
0.670   0.0660   0.1035   0.427
0.698   0.0622   0.1031   0.421
0.731   0.0572   0.1025   0.408
0.757   0.0530   0.1015   0.395
0.786   0.0478   0.1004   0.375
0.819   0.0410   0.0986   0.341
0.847   0.0355   0.0971   0.310
0.873   0.0301   0.0951   0.277
0.896   0.0242   0.0931   0.233
0.934   0.0145   0.0889   0.152
0.957   0.0086   0.0862   0.095
0.989   -0.0006   0.0818   -0.008
1.013   -0.0075   0.0786   -0.097
1.046   -0.0178   0.0727   -0.256
1.071   -0.0249   0.0690   -0.387
1.101   -0.0339   0.0637   -0.586
1.125   -0.0405   0.0597   -0.763
