J       CT       CP       eta
0.116   0.1100   0.1224   0.104
0.146   0.1087   0.1217   0.130
0.177   0.1074   0.1215   0.157
0.207   0.1062   0.1209   0.181
0.240   0.1049   0.1207   0.209
0.269   0.1035   0.1198   0.233
0.302   0.1019   0.1187   0.259
0.331   0.0999   0.1179   0.281
0.365   0.0977   0.1158   0.308
0.392   0.0956   0.1146   0.328
0.424   0.0933   0.1124   0.352
0.453   0.0909   0.1109   0.372
0.485   0.0890   0.1103   0.392
0.511   0.0870   0.1100   0.404
0.540   0.0848   0.1098   0.417
0.570   0.0817   0.1095   0.426
0.602   0.0781   0.1096   0.429
