J       CT       CP       eta
0.171   0.1037   0.0695   0.255
0.220   0.1024   0.0682   0.331
0.269   0.0972   0.0673   0.388
0.309   0.0935   0.0675   0.427
0.353   0.0883   0.0668   0.466
0.406   0.0816   0.0673   0.491
0.451   0.0741   0.0670   0.499
0.496   0.0601   0.0619   0.482
0.538   0.0491   0.0571   0.462
0.594   0.0366   0.0516   0.421
0.634   0.0284   0.0483   0.372
0.681   0.0189   0.0441   0.292
0.727   0.0092   0.0399   0.168
0.775   -0.0011   0.0353   -0.025
0.806   -0.0087   0.0313   -0.224
0.864   -0.0230   0.0239   -0.830
0.905   -0.0329   0.0189   -1.578
