J       CT       CP       eta
0.406   0.0731   0.0515   0.576
0.430   0.0688   0.0507   0.582
0.457   0.0628   0.0493   0.583
0.480   0.0577   0.0476   0.582
0.506   0.0513   0.0454   0.571
0.528   0.0458   0.0433   0.558
0.558   0.0379   0.0400   0.529
0.578   0.0329   0.0377   0.504
0.600   0.0274   0.0351   0.469
0.628   0.0203   0.0316   0.402
0.648   0.0159   0.0296   0.347
0.672   0.0105   0.0270   0.260
0.696   0.0049   0.0242   0.140
0.725   -0.0023   0.0205   -0.082
0.750   -0.0082   0.0175   -0.353
0.772   -0.0136   0.0146   -0.723
0.796   -0.0194   0.0112   -1.373
0.822   -0.0255   0.0077   -2.718
