J       CT       CP       eta
0.445   0.0718   0.0552   0.578
0.473   0.0655   0.0533   0.581
0.498   0.0597   0.0514   0.579
0.529   0.0522   0.0484   0.571
0.548   0.0478   0.0466   0.562
0.581   0.0404   0.0434   0.541
0.606   0.0350   0.0410   0.518
0.629   0.0298   0.0384   0.487
0.654   0.0245   0.0359   0.446
0.686   0.0177   0.0325   0.375
0.713   0.0120   0.0295   0.290
0.737   0.0071   0.0269   0.194
0.765   0.0009   0.0236   0.028
0.790   -0.0045   0.0206   -0.172
0.818   -0.0106   0.0169   -0.514
0.843   -0.0162   0.0135   -1.009
0.871   -0.0224   0.0098   -2.000
0.896   -0.0278   0.0061   -4.063
