J       CT       CP       eta
0.158   0.1037   0.1289   0.127
0.201   0.1016   0.1277   0.160
0.240   0.0995   0.1275   0.187
0.280   0.0975   0.1253   0.218
0.328   0.0943   0.1231   0.251
0.372   0.0916   0.1197   0.285
0.410   0.0893   0.1168   0.314
0.459   0.0851   0.1153   0.339
0.497   0.0811   0.1140   0.354
0.537   0.0765   0.1131   0.363
0.577   0.0730   0.1098   0.384
0.618   0.0696   0.1097   0.392
0.661   0.0636   0.1090   0.386
0.702   0.0590   0.1088   0.381
0.736   0.0540   0.1080   0.368
0.786   0.0454   0.1070   0.333
0.822   0.0389   0.1065   0.300
