RPM    CT       CP
2892   0.0837   0.0366
3176   0.0837   0.0362
3449   0.0840   0.0362
3731   0.0844   0.0358
3936   0.0846   0.0355
4265   0.0852   0.0355
4511   0.0856   0.0355
4798   0.0863   0.0355
5059   0.0868   0.0355
5307   0.0871   0.0355
5571   0.0872   0.0354
5841   0.0879   0.0356
6096   0.0879   0.0355
6395   0.0887   0.0356
6649   0.0888   0.0356
6933   0.0894   0.0357
