J       CT       CP       eta
0.175   0.0689   0.0518   0.232
0.224   0.0636   0.0509   0.280
0.270   0.0584   0.0499   0.316
0.310   0.0538   0.0488   0.342
0.358   0.0472   0.0470   0.359
0.404   0.0403   0.0447   0.364
0.458   0.0311   0.0413   0.346
0.496   0.0243   0.0387   0.312
0.545   0.0155   0.0349   0.243
0.591   0.0068   0.0308   0.131
0.640   -0.0021   0.0268   -0.050
0.685   -0.0118   0.0219   -0.371
0.710   -0.0178   0.0190   -0.667
0.770   -0.0307   0.0133   -1.784
0.814   -0.0409   0.0086   -3.879
