J       CT       CP       eta
0.086   0.1116   0.0549   0.175
0.109   0.1100   0.0551   0.217
0.132   0.1084   0.0555   0.258
0.158   0.1065   0.0559   0.300
0.182   0.1043   0.0562   0.338
0.210   0.1017   0.0565   0.378
0.233   0.0994   0.0567   0.409
0.259   0.0972   0.0572   0.441
0.284   0.0945   0.0574   0.468
0.310   0.0915   0.0575   0.494
0.332   0.0891   0.0575   0.514
0.357   0.0860   0.0575   0.533
0.378   0.0830   0.0573   0.548
0.405   0.0793   0.0572   0.562
0.429   0.0757   0.0569   0.571
0.449   0.0722   0.0563   0.576
0.475   0.0672   0.0552   0.578
