J       CT       CP       eta
0.440   0.0303   0.0348   0.383
0.463   0.0264   0.0333   0.367
0.493   0.0211   0.0312   0.333
0.518   0.0167   0.0295   0.294
0.552   0.0101   0.0266   0.209
0.578   0.0051   0.0246   0.120
0.604   -0.0002   0.0224   -0.005
0.630   -0.0054   0.0201   -0.170
0.657   -0.0107   0.0177   -0.397
0.682   -0.0160   0.0150   -0.726
0.710   -0.0223   0.0119   -1.333
0.737   -0.0282   0.0090   -2.310
