J       CT       CP       eta
0.105   0.1160   0.1032   0.118
0.134   0.1142   0.1025   0.149
0.161   0.1123   0.1015   0.178
0.190   0.1111   0.1007   0.210
0.220   0.1093   0.0995   0.241
0.252   0.1071   0.0977   0.277
0.282   0.1048   0.0955   0.309
0.310   0.1034   0.0942   0.340
0.339   0.1013   0.0925   0.372
0.366   0.1000   0.0910   0.403
0.401   0.0980   0.0898   0.437
0.429   0.0961   0.0887   0.464
0.458   0.0945   0.0881   0.492
0.488   0.0924   0.0880   0.513
0.511   0.0901   0.0877   0.524
0.542   0.0871   0.0877   0.538
0.573   0.0833   0.0874   0.546
