J       CT       CP       eta
0.114   0.1242   0.1133   0.125
0.142   0.1225   0.1120   0.156
0.173   0.1204   0.1105   0.189
0.202   0.1186   0.1092   0.219
0.234   0.1164   0.1079   0.253
0.268   0.1141   0.1066   0.287
0.298   0.1121   0.1052   0.318
0.328   0.1110   0.1038   0.351
0.357   0.1107   0.1022   0.387
0.388   0.1089   0.1016   0.415
0.417   0.1067   0.1008   0.442
0.451   0.1043   0.0998   0.472
0.476   0.1020   0.0994   0.489
0.508   0.0982   0.0991   0.503
0.541   0.0938   0.0987   0.514
0.567   0.0905   0.0986   0.520
0.596   0.0860   0.0980   0.523
