J       CT       CP       eta
0.086   0.0994   0.0430   0.199
0.116   0.0966   0.0435   0.257
0.133   0.0949   0.0436   0.290
0.160   0.0922   0.0440   0.334
0.183   0.0894   0.0442   0.371
0.209   0.0860   0.0443   0.406
0.235   0.0825   0.0442   0.438
0.259   0.0776   0.0434   0.462
0.283   0.0740   0.0432   0.485
0.308   0.0693   0.0424   0.504
0.333   0.0639   0.0411   0.517
0.358   0.0587   0.0400   0.526
0.383   0.0538   0.0385   0.534
0.405   0.0490   0.0370   0.537
0.428   0.0435   0.0352   0.529
0.453   0.0382   0.0333   0.520
0.480   0.0325   0.0311   0.502
