J       CT       CP       eta
0.108   0.1028   0.0516   0.216
0.138   0.1005   0.0521   0.267
0.169   0.0979   0.0524   0.315
0.200   0.0951   0.0530   0.358
0.232   0.0917   0.0534   0.398
0.261   0.0881   0.0536   0.429
0.291   0.0839   0.0536   0.455
0.321   0.0797   0.0534   0.480
0.350   0.0755   0.0529   0.499
0.381   0.0705   0.0521   0.515
0.408   0.0658   0.0511   0.525
0.437   0.0608   0.0499   0.532
0.467   0.0545   0.0481   0.530
0.492   0.0496   0.0466   0.523
0.522   0.0430   0.0443   0.507
0.548   0.0373   0.0422   0.484
0.585   0.0285   0.0385   0.433
