J       CT       CP       eta
0.132   0.0970   0.0452   0.283
0.166   0.0945   0.0455   0.344
0.197   0.0921   0.0459   0.396
0.230   0.0889   0.0460   0.445
0.263   0.0861   0.0465   0.488
0.296   0.0824   0.0466   0.523
0.329   0.0779   0.0466   0.551
0.360   0.0725   0.0460   0.568
0.394   0.0639   0.0438   0.575
0.426   0.0546   0.0405   0.573
0.460   0.0460   0.0370   0.572
0.492   0.0396   0.0344   0.567
0.524   0.0335   0.0318   0.552
0.559   0.0273   0.0292   0.522
0.590   0.0217   0.0268   0.477
0.623   0.0154   0.0239   0.401
0.657   0.0084   0.0207   0.268
