J       CT       CP       eta
0.162   0.1072   0.0606   0.286
0.209   0.1036   0.0611   0.354
0.253   0.0988   0.0613   0.408
0.297   0.0929   0.0613   0.450
0.340   0.0863   0.0607   0.484
0.389   0.0788   0.0597   0.513
0.432   0.0714   0.0585   0.528
0.485   0.0595   0.0556   0.519
0.518   0.0516   0.0529   0.505
0.570   0.0391   0.0478   0.466
0.613   0.0281   0.0428   0.402
0.658   0.0165   0.0373   0.291
0.687   0.0098   0.0336   0.201
0.750   -0.0055   0.0271   -0.152
0.783   -0.0133   0.0240   -0.435
0.835   -0.0254   0.0165   -1.285
0.876   -0.0357   0.0115   -2.725
